Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
6/13/2022,3,4,Wind,164,Monday,June,Summer,3888
12/6/2020,0,1,Wind,341,Sunday,December,Winter,3896
12/26/2022,23,0,Wind,360,Monday,December,Winter,5200
7/7/2022,18,19,Wind,188,Thursday,July,Summer,8067
9/27/2021,16,17,Wind,270,Monday,September,Fall,10010
1/29/2024,18,19,Wind,29,Monday,January,Winter,7099
3/25/2024,21,22,Wind,85,Monday,March,Spring,8820
12/27/2022,9,10,Wind,361,Tuesday,December,Winter,4677
12/3/2021,18,19,Wind,337,Friday,December,Winter,11102
4/4/2023,15,16,Solar,94,Tuesday,April,Spring,10833
3/28/2024,7,8,Wind,88,Thursday,March,Spring,15504
12/23/2022,0,1,Wind,357,Friday,December,Winter,11216
4/27/2025,22,23,Wind,117,Sunday,April,Spring,3364
4/20/2020,0,1,Wind,111,Monday,April,Spring,5506
10/17/2022,12,13,Wind,290,Monday,October,Fall,6996
1/2/2025,0,1,Wind,2,Thursday,January,Winter,12035
7/24/2020,15,16,Solar,206,Friday,July,Summer,6901
11/21/2020,10,11,Wind,326,Saturday,November,Fall,4830
8/22/2022,19,20,Wind,234,Monday,August,Summer,2515
12/29/2022,4,5,Wind,363,Thursday,December,Winter,11261
11/11/2022,23,0,Wind,315,Friday,November,Fall,4623
7/15/2021,23,0,Wind,196,Thursday,July,Summer,5085
6/29/2020,18,19,Wind,181,Monday,June,Summer,8918
11/2/2020,17,18,Wind,307,Monday,November,Fall,8515
6/8/2022,14,15,Wind,159,Wednesday,June,Summer,10122
11/27/2020,1,2,Wind,332,Friday,November,Fall,1637
3/1/2022,18,19,Wind,60,Tuesday,March,Spring,1775
8/19/2025,16,17,Solar,231,Tuesday,August,Summer,6355
11/13/2022,22,23,Wind,317,Sunday,November,Fall,2673
11/6/2025,21,22,Wind,310,Thursday,November,Fall,2696
7/13/2022,12,13,Solar,194,Wednesday,July,Summer,6334
12/27/2021,9,10,Wind,361,Monday,December,Winter,8156
10/25/2021,20,21,Wind,298,Monday,October,Fall,3029
9/12/2023,4,5,Wind,255,Tuesday,September,Fall,705
4/2/2023,4,5,Wind,92,Sunday,April,Spring,8890
9/28/2021,2,3,Wind,271,Tuesday,September,Fall,2108
5/17/2024,14,15,Solar,138,Friday,May,Spring,7184
11/13/2025,1,2,Wind,317,Thursday,November,Fall,12913
10/13/2020,16,17,Wind,287,Tuesday,October,Fall,5579
2/17/2021,22,23,Wind,48,Wednesday,February,Winter,7964
10/9/2020,18,19,Wind,283,Friday,October,Fall,3322
2/19/2025,20,21,Wind,50,Wednesday,February,Winter,7629
11/16/2021,16,17,Wind,320,Tuesday,November,Fall,1087
12/30/2020,23,0,Wind,365,Wednesday,December,Winter,5476
7/14/2022,14,15,Solar,195,Thursday,July,Summer,8923
3/19/2023,13,14,Wind,78,Sunday,March,Spring,7895
7/24/2024,11,12,Solar,206,Wednesday,July,Summer,6845
10/31/2024,20,21,Wind,305,Thursday,October,Fall,1073
5/9/2023,19,20,Wind,129,Tuesday,May,Spring,7431
3/9/2021,6,7,Wind,68,Tuesday,March,Spring,2088
5/6/2024,20,21,Wind,127,Monday,May,Spring,3270
10/26/2022,17,18,Wind,299,Wednesday,October,Fall,3223
12/7/2021,12,13,Wind,341,Tuesday,December,Winter,11221
5/5/2024,23,0,Wind,126,Sunday,May,Spring,2081
4/23/2023,18,19,Wind,113,Sunday,April,Spring,14741
11/2/2022,19,20,Wind,306,Wednesday,November,Fall,7737
3/14/2021,15,16,Wind,73,Sunday,March,Spring,13538
11/29/2021,10,11,Wind,333,Monday,November,Fall,3702
6/14/2025,14,15,Solar,165,Saturday,June,Summer,4546
4/28/2024,9,10,Wind,119,Sunday,April,Spring,7916
5/13/2020,1,2,Wind,134,Wednesday,May,Spring,3264
6/4/2025,16,17,Solar,155,Wednesday,June,Summer,8625
6/23/2024,12,13,Solar,175,Sunday,June,Summer,4144
1/24/2024,10,11,Wind,24,Wednesday,January,Winter,15539
10/14/2021,4,5,Wind,287,Thursday,October,Fall,1720
10/8/2021,23,0,Wind,281,Friday,October,Fall,5380
3/17/2023,23,0,Wind,76,Friday,March,Spring,6418
8/28/2023,5,6,Wind,240,Monday,August,Summer,2801
9/7/2022,12,13,Solar,250,Wednesday,September,Fall,7186
12/23/2023,11,12,Wind,357,Saturday,December,Winter,15819
8/5/2023,10,11,Wind,217,Saturday,August,Summer,11382
5/28/2023,23,0,Wind,148,Sunday,May,Spring,9894
7/20/2022,1,2,Wind,201,Wednesday,July,Summer,3765
1/18/2023,2,3,Wind,18,Wednesday,January,Winter,4661
9/29/2024,2,3,Wind,273,Sunday,September,Fall,1731
2/23/2024,12,13,Wind,54,Friday,February,Winter,16403
10/4/2021,23,0,Wind,277,Monday,October,Fall,7024
10/20/2025,0,1,Wind,293,Monday,October,Fall,13425
3/24/2023,8,9,Wind,83,Friday,March,Spring,12405
7/23/2020,18,19,Solar,205,Thursday,July,Summer,1954
5/13/2020,23,0,Wind,134,Wednesday,May,Spring,7165
9/6/2022,23,0,Wind,249,Tuesday,September,Fall,2214
2/17/2021,7,8,Wind,48,Wednesday,February,Winter,7775
5/29/2021,12,13,Solar,149,Saturday,May,Spring,6169
7/25/2024,21,22,Wind,207,Thursday,July,Summer,2257
4/16/2022,20,21,Wind,106,Saturday,April,Spring,6001
7/28/2020,5,6,Wind,210,Tuesday,July,Summer,4107
5/31/2021,19,20,Wind,151,Monday,May,Spring,3587
6/27/2024,21,22,Wind,179,Thursday,June,Summer,4170
10/23/2021,22,23,Wind,296,Saturday,October,Fall,3701
11/22/2022,20,21,Wind,326,Tuesday,November,Fall,10307
3/26/2020,20,21,Wind,86,Thursday,March,Spring,4960
8/9/2020,7,8,Wind,222,Sunday,August,Summer,963
11/23/2025,22,23,Wind,327,Sunday,November,Fall,6568
6/17/2022,3,4,Wind,168,Friday,June,Summer,3147
9/6/2020,6,7,Wind,250,Sunday,September,Fall,1309
1/8/2023,12,13,Wind,8,Sunday,January,Winter,13363
5/27/2020,2,3,Wind,148,Wednesday,May,Spring,4422
12/29/2023,12,13,Wind,363,Friday,December,Winter,15941
1/6/2022,3,4,Wind,6,Thursday,January,Winter,2846
3/8/2025,0,1,Wind,67,Saturday,March,Spring,10805
6/25/2023,16,17,Solar,176,Sunday,June,Summer,8815
10/31/2023,12,13,Wind,304,Tuesday,October,Fall,11825
4/18/2021,7,8,Wind,108,Sunday,April,Spring,2893
5/5/2020,14,15,Wind,126,Tuesday,May,Spring,6849
5/3/2023,9,10,Solar,123,Wednesday,May,Spring,7624
9/3/2023,19,20,Wind,246,Sunday,September,Fall,5905
10/25/2024,21,22,Wind,299,Friday,October,Fall,1798
5/11/2022,6,7,Wind,131,Wednesday,May,Spring,3550
1/30/2025,14,15,Wind,30,Thursday,January,Winter,8803
4/29/2020,5,6,Wind,120,Wednesday,April,Spring,4808
4/3/2020,5,6,Wind,94,Friday,April,Spring,2053
5/14/2020,1,2,Wind,135,Thursday,May,Spring,7248
8/22/2020,9,10,Wind,235,Saturday,August,Summer,7218
4/24/2021,19,20,Wind,114,Saturday,April,Spring,6192
6/26/2025,17,18,Wind,177,Thursday,June,Summer,14166
10/7/2020,20,21,Wind,281,Wednesday,October,Fall,4044
2/11/2020,13,14,Wind,42,Tuesday,February,Winter,14541
10/21/2024,23,0,Wind,295,Monday,October,Fall,6386
8/7/2022,8,9,Wind,219,Sunday,August,Summer,5411
1/8/2021,7,8,Wind,8,Friday,January,Winter,1043
3/27/2020,12,13,Solar,87,Friday,March,Spring,5875
9/14/2022,13,14,Solar,257,Wednesday,September,Fall,6213
2/9/2021,17,18,Wind,40,Tuesday,February,Winter,5404
4/25/2021,5,6,Wind,115,Sunday,April,Spring,8275
12/20/2022,1,2,Wind,354,Tuesday,December,Winter,13886
3/15/2023,8,9,Wind,74,Wednesday,March,Spring,3420
1/9/2024,18,19,Wind,9,Tuesday,January,Winter,3646
6/5/2021,15,16,Solar,156,Saturday,June,Summer,5731
11/28/2024,22,23,Wind,333,Thursday,November,Fall,4321
4/28/2020,3,4,Wind,119,Tuesday,April,Spring,3006
10/8/2025,2,3,Wind,281,Wednesday,October,Fall,730
7/24/2025,12,13,Solar,205,Thursday,July,Summer,8701
5/18/2021,20,21,Wind,138,Tuesday,May,Spring,3351
4/7/2023,6,7,Wind,97,Friday,April,Spring,1998
2/28/2022,18,19,Wind,59,Monday,February,Winter,2179
11/3/2023,23,0,Wind,307,Friday,November,Fall,10599
4/28/2021,23,0,Wind,118,Wednesday,April,Spring,2245
10/22/2023,19,20,Wind,295,Sunday,October,Fall,1963
12/4/2023,16,17,Wind,338,Monday,December,Winter,14332
3/12/2023,10,11,Wind,71,Sunday,March,Spring,11363
6/10/2024,16,17,Wind,162,Monday,June,Summer,9028
12/7/2023,7,8,Wind,341,Thursday,December,Winter,7243
1/11/2020,13,14,Wind,11,Saturday,January,Winter,6243
6/20/2022,18,19,Wind,171,Monday,June,Summer,6057
12/9/2021,12,13,Wind,343,Thursday,December,Winter,6822
10/22/2021,4,5,Wind,295,Friday,October,Fall,2148
8/18/2023,12,13,Solar,230,Friday,August,Summer,7556
8/26/2020,15,16,Wind,239,Wednesday,August,Summer,10494
5/17/2023,1,2,Wind,137,Wednesday,May,Spring,7393
12/10/2024,14,15,Wind,345,Tuesday,December,Winter,9436
9/4/2023,16,17,Wind,247,Monday,September,Fall,10840
6/15/2023,21,22,Wind,166,Thursday,June,Summer,2306
1/12/2021,6,7,Wind,12,Tuesday,January,Winter,12614
4/23/2021,7,8,Wind,113,Friday,April,Spring,5325
5/28/2020,21,22,Wind,149,Thursday,May,Spring,4838
4/17/2023,0,1,Wind,107,Monday,April,Spring,3728
1/12/2020,6,7,Wind,12,Sunday,January,Winter,7023
11/29/2024,4,5,Wind,334,Friday,November,Fall,7114
4/28/2025,20,21,Wind,118,Monday,April,Spring,4319
6/10/2020,10,11,Solar,162,Wednesday,June,Summer,3435
2/15/2025,17,18,Wind,46,Saturday,February,Winter,3299
3/25/2023,18,19,Wind,84,Saturday,March,Spring,9938
10/4/2021,19,20,Wind,277,Monday,October,Fall,4512
8/3/2023,6,7,Wind,215,Thursday,August,Summer,11952
8/27/2022,1,2,Wind,239,Saturday,August,Summer,2886
2/8/2021,17,18,Wind,39,Monday,February,Winter,1809
2/5/2023,16,17,Wind,36,Sunday,February,Winter,10704
4/27/2021,21,22,Wind,117,Tuesday,April,Spring,1594
12/8/2021,1,2,Wind,342,Wednesday,December,Winter,10646
9/29/2022,21,22,Wind,272,Thursday,September,Fall,1181
8/14/2025,0,1,Wind,226,Thursday,August,Summer,3432
8/12/2023,8,9,Wind,224,Saturday,August,Summer,2514
4/25/2022,0,1,Wind,115,Monday,April,Spring,3834
3/12/2025,6,7,Wind,71,Wednesday,March,Spring,2812
1/2/2023,23,0,Wind,2,Monday,January,Winter,4165
6/23/2021,23,0,Wind,174,Wednesday,June,Summer,2524
1/27/2024,14,15,Solar,27,Saturday,January,Winter,5047
4/19/2022,12,13,Solar,109,Tuesday,April,Spring,5004
11/2/2020,6,7,Wind,307,Monday,November,Fall,11975
2/25/2025,22,23,Wind,56,Tuesday,February,Winter,11904
9/30/2025,4,5,Wind,273,Tuesday,September,Fall,1402
3/18/2023,22,23,Wind,77,Saturday,March,Spring,3908
11/25/2020,7,8,Wind,330,Wednesday,November,Fall,6287
11/11/2020,15,16,Wind,316,Wednesday,November,Fall,3805
5/26/2022,5,6,Wind,146,Thursday,May,Spring,3427
4/27/2020,20,21,Wind,118,Monday,April,Spring,2041
7/26/2021,6,7,Wind,207,Monday,July,Summer,1744
7/1/2024,7,8,Wind,183,Monday,July,Summer,2190
10/13/2022,12,13,Wind,286,Thursday,October,Fall,6261
4/9/2021,18,19,Wind,99,Friday,April,Spring,5113
10/10/2021,0,1,Wind,283,Sunday,October,Fall,2713
4/22/2023,11,12,Wind,112,Saturday,April,Spring,8274
1/22/2022,23,0,Wind,22,Saturday,January,Winter,1705
10/6/2024,21,22,Wind,280,Sunday,October,Fall,8155
5/4/2020,4,5,Wind,125,Monday,May,Spring,772
11/6/2022,5,6,Wind,310,Sunday,November,Fall,7347
8/16/2024,12,13,Solar,229,Friday,August,Summer,8933
12/15/2020,16,17,Wind,350,Tuesday,December,Winter,2633
1/4/2021,19,20,Wind,4,Monday,January,Winter,3018
2/17/2022,15,16,Wind,48,Thursday,February,Winter,14562
2/22/2020,7,8,Wind,53,Saturday,February,Winter,8585
2/3/2025,12,13,Solar,34,Monday,February,Winter,6618
5/16/2022,12,13,Solar,136,Monday,May,Spring,7824
3/20/2025,15,16,Wind,79,Thursday,March,Spring,8861
10/8/2021,17,18,Wind,281,Friday,October,Fall,6180
1/11/2025,4,5,Wind,11,Saturday,January,Winter,2047
10/29/2024,3,4,Wind,303,Tuesday,October,Fall,1443
5/25/2021,8,9,Wind,145,Tuesday,May,Spring,9963
4/20/2022,18,19,Wind,110,Wednesday,April,Spring,4079
7/28/2023,20,21,Wind,209,Friday,July,Summer,4401
1/25/2022,8,9,Wind,25,Tuesday,January,Winter,376
11/12/2024,0,1,Wind,317,Tuesday,November,Fall,8295
7/2/2021,4,5,Wind,183,Friday,July,Summer,524
4/30/2022,22,23,Wind,120,Saturday,April,Spring,4244
3/18/2024,6,7,Wind,78,Monday,March,Spring,2178
12/28/2023,23,0,Wind,362,Thursday,December,Winter,13532
4/4/2023,22,23,Wind,94,Tuesday,April,Spring,4225
6/19/2022,19,20,Wind,170,Sunday,June,Summer,7351
10/27/2021,12,13,Solar,300,Wednesday,October,Fall,5370
1/24/2025,16,17,Wind,24,Friday,January,Winter,14158
6/22/2021,21,22,Wind,173,Tuesday,June,Summer,3591
7/25/2021,18,19,Wind,206,Sunday,July,Summer,5105
12/1/2021,7,8,Wind,335,Wednesday,December,Winter,13835
3/1/2020,20,21,Wind,61,Sunday,March,Spring,8419
3/28/2024,4,5,Wind,88,Thursday,March,Spring,14967
1/3/2020,22,23,Wind,3,Friday,January,Winter,4207
11/25/2024,23,0,Wind,330,Monday,November,Fall,6573
5/5/2023,15,16,Solar,125,Friday,May,Spring,8449
4/27/2025,5,6,Wind,117,Sunday,April,Spring,4156
5/21/2024,17,18,Solar,142,Tuesday,May,Spring,6724
10/17/2023,18,19,Wind,290,Tuesday,October,Fall,7943
5/15/2023,15,16,Wind,135,Monday,May,Spring,12236
4/20/2024,7,8,Wind,111,Saturday,April,Spring,6623
4/28/2024,21,22,Wind,119,Sunday,April,Spring,3181
6/17/2022,8,9,Wind,168,Friday,June,Summer,3818
3/26/2021,16,17,Wind,85,Friday,March,Spring,10584
10/7/2023,7,8,Wind,280,Saturday,October,Fall,2231
2/2/2025,13,14,Solar,33,Sunday,February,Winter,5898
7/28/2025,6,7,Wind,209,Monday,July,Summer,3946
10/25/2025,8,9,Wind,298,Saturday,October,Fall,12427
12/2/2020,3,4,Wind,337,Wednesday,December,Winter,4378
6/10/2022,10,11,Solar,161,Friday,June,Summer,6486
11/17/2024,19,20,Wind,322,Sunday,November,Fall,5733
11/13/2022,23,0,Wind,317,Sunday,November,Fall,3184
6/17/2024,23,0,Wind,169,Monday,June,Summer,2344
10/27/2020,4,5,Wind,301,Tuesday,October,Fall,5881
5/6/2025,22,23,Wind,126,Tuesday,May,Spring,9412
7/1/2023,6,7,Wind,182,Saturday,July,Summer,7665
11/10/2023,0,1,Wind,314,Friday,November,Fall,12598
7/4/2024,15,16,Wind,186,Thursday,July,Summer,8892
6/15/2021,2,3,Wind,166,Tuesday,June,Summer,2314
8/9/2025,2,3,Wind,221,Saturday,August,Summer,1411
10/18/2023,8,9,Wind,291,Wednesday,October,Fall,11434
5/23/2022,15,16,Wind,143,Monday,May,Spring,11353
9/27/2020,6,7,Wind,271,Sunday,September,Fall,11628
4/15/2021,0,1,Wind,105,Thursday,April,Spring,5536
11/5/2023,18,19,Wind,309,Sunday,November,Fall,13494
11/3/2022,23,0,Wind,307,Thursday,November,Fall,10983
5/2/2021,11,12,Solar,122,Sunday,May,Spring,4597
2/20/2024,1,2,Wind,51,Tuesday,February,Winter,3775
7/11/2024,15,16,Solar,193,Thursday,July,Summer,6569
10/23/2025,2,3,Wind,296,Thursday,October,Fall,18020
6/26/2021,10,11,Solar,177,Saturday,June,Summer,3463
1/26/2023,7,8,Wind,26,Thursday,January,Winter,2785
4/21/2024,5,6,Wind,112,Sunday,April,Spring,5440
2/7/2024,20,21,Wind,38,Wednesday,February,Winter,10078
11/19/2023,19,20,Wind,323,Sunday,November,Fall,12727
1/14/2020,5,6,Wind,14,Tuesday,January,Winter,11947
10/10/2025,10,11,Solar,283,Friday,October,Fall,6209
5/6/2020,12,13,Solar,127,Wednesday,May,Spring,5389
6/11/2023,17,18,Solar,162,Sunday,June,Summer,5511
7/10/2020,11,12,Wind,192,Friday,July,Summer,5812
8/6/2023,18,19,Wind,218,Sunday,August,Summer,12828
9/28/2022,12,13,Solar,271,Wednesday,September,Fall,6478
4/17/2025,21,22,Wind,107,Thursday,April,Spring,2201
2/28/2023,22,23,Wind,59,Tuesday,February,Winter,7116
8/17/2020,16,17,Wind,230,Monday,August,Summer,6027
5/13/2021,16,17,Solar,133,Thursday,May,Spring,4826
8/28/2020,16,17,Wind,241,Friday,August,Summer,8440
2/28/2021,1,2,Wind,59,Sunday,February,Winter,8031
3/22/2024,10,11,Solar,82,Friday,March,Spring,7476
5/4/2022,20,21,Wind,124,Wednesday,May,Spring,1854
9/27/2022,12,13,Wind,270,Tuesday,September,Fall,12571
8/8/2025,2,3,Wind,220,Friday,August,Summer,1497
7/20/2021,20,21,Wind,201,Tuesday,July,Summer,2246
11/6/2023,16,17,Wind,310,Monday,November,Fall,9657
10/9/2022,18,19,Wind,282,Sunday,October,Fall,2019
3/3/2021,17,18,Wind,62,Wednesday,March,Spring,1043
6/27/2021,0,1,Wind,178,Sunday,June,Summer,3833
5/27/2024,12,13,Solar,148,Monday,May,Spring,6999
10/26/2021,18,19,Wind,299,Tuesday,October,Fall,2863
7/31/2020,15,16,Solar,213,Friday,July,Summer,5827
3/27/2023,16,17,Solar,86,Monday,March,Spring,7513
10/8/2023,8,9,Wind,281,Sunday,October,Fall,1493
7/4/2020,14,15,Wind,186,Saturday,July,Summer,12039
1/29/2025,23,0,Wind,29,Wednesday,January,Winter,6217
4/20/2025,23,0,Wind,110,Sunday,April,Spring,4459
9/11/2022,7,8,Wind,254,Sunday,September,Fall,587
2/15/2020,15,16,Wind,46,Saturday,February,Winter,10985
5/14/2025,23,0,Wind,134,Wednesday,May,Spring,6132
3/5/2021,10,11,Wind,64,Friday,March,Spring,7772
10/26/2023,1,2,Wind,299,Thursday,October,Fall,4909
10/24/2025,1,2,Wind,297,Friday,October,Fall,14684
10/27/2023,2,3,Wind,300,Friday,October,Fall,8268
6/16/2025,15,16,Solar,167,Monday,June,Summer,10527
1/7/2020,3,4,Wind,7,Tuesday,January,Winter,3967
7/22/2025,0,1,Wind,203,Tuesday,July,Summer,7645
3/15/2023,9,10,Solar,74,Wednesday,March,Spring,4554
10/6/2020,11,12,Wind,280,Tuesday,October,Fall,11671
10/15/2024,7,8,Wind,289,Tuesday,October,Fall,3772
2/18/2025,19,20,Wind,49,Tuesday,February,Winter,11327
11/25/2020,14,15,Wind,330,Wednesday,November,Fall,4090
5/22/2024,23,0,Wind,143,Wednesday,May,Spring,3024
1/22/2021,10,11,Wind,22,Friday,January,Winter,3354
9/10/2023,16,17,Solar,253,Sunday,September,Fall,6517
2/14/2020,19,20,Wind,45,Friday,February,Winter,4429
1/11/2022,12,13,Solar,11,Tuesday,January,Winter,5018
4/6/2022,10,11,Wind,96,Wednesday,April,Spring,7764
12/19/2020,10,11,Wind,354,Saturday,December,Winter,10892
1/24/2023,12,13,Wind,24,Tuesday,January,Winter,6696
7/1/2021,18,19,Solar,182,Thursday,July,Summer,3022
10/25/2024,12,13,Wind,299,Friday,October,Fall,6893
11/14/2021,12,13,Wind,318,Sunday,November,Fall,4665
4/17/2021,4,5,Wind,107,Saturday,April,Spring,4834
8/6/2024,22,23,Wind,219,Tuesday,August,Summer,2097
8/23/2024,2,3,Wind,236,Friday,August,Summer,9509
2/26/2023,17,18,Wind,57,Sunday,February,Winter,18051
1/7/2023,5,6,Wind,7,Saturday,January,Winter,10262
6/3/2020,23,0,Wind,155,Wednesday,June,Summer,3683
10/11/2024,17,18,Solar,285,Friday,October,Fall,3556
9/26/2020,9,10,Wind,270,Saturday,September,Fall,11246
6/11/2020,22,23,Wind,163,Thursday,June,Summer,3909
1/28/2020,10,11,Wind,28,Tuesday,January,Winter,12987
1/21/2025,0,1,Wind,21,Tuesday,January,Winter,1210
2/7/2023,11,12,Wind,38,Tuesday,February,Winter,9517
8/17/2024,22,23,Wind,230,Saturday,August,Summer,2408
4/7/2020,19,20,Wind,98,Tuesday,April,Spring,1971
11/18/2021,8,9,Wind,322,Thursday,November,Fall,1817
10/19/2020,18,19,Wind,293,Monday,October,Fall,6659
10/13/2025,17,18,Wind,286,Monday,October,Fall,9362
1/18/2024,8,9,Wind,18,Thursday,January,Winter,7755
12/9/2020,3,4,Wind,344,Wednesday,December,Winter,2518
5/18/2022,11,12,Solar,138,Wednesday,May,Spring,5814
11/26/2021,14,15,Wind,330,Friday,November,Fall,12653
4/21/2022,4,5,Wind,111,Thursday,April,Spring,3354
11/16/2021,17,18,Wind,320,Tuesday,November,Fall,997
3/3/2025,2,3,Wind,62,Monday,March,Spring,3177
11/15/2021,22,23,Wind,319,Monday,November,Fall,1190
1/28/2024,22,23,Wind,28,Sunday,January,Winter,9203
11/24/2020,15,16,Wind,329,Tuesday,November,Fall,3478
12/28/2020,10,11,Wind,363,Monday,December,Winter,8666
5/26/2021,17,18,Wind,146,Wednesday,May,Spring,8501
3/20/2023,12,13,Solar,79,Monday,March,Spring,8613
9/29/2023,0,1,Wind,272,Friday,September,Fall,6503
5/28/2024,12,13,Wind,149,Tuesday,May,Spring,12992
5/7/2023,4,5,Wind,127,Sunday,May,Spring,1644
3/7/2020,13,14,Wind,67,Saturday,March,Spring,5851
8/21/2025,18,19,Wind,233,Thursday,August,Summer,9974
8/16/2023,7,8,Wind,228,Wednesday,August,Summer,2047
11/14/2020,17,18,Wind,319,Saturday,November,Fall,9187
6/9/2024,9,10,Solar,161,Sunday,June,Summer,2265
4/28/2024,14,15,Wind,119,Sunday,April,Spring,7361
10/20/2025,1,2,Wind,293,Monday,October,Fall,13116
6/10/2025,22,23,Wind,161,Tuesday,June,Summer,1822
8/25/2022,10,11,Solar,237,Thursday,August,Summer,4870
7/11/2025,13,14,Solar,192,Friday,July,Summer,13057
6/19/2020,8,9,Solar,171,Friday,June,Summer,2120
10/2/2023,1,2,Wind,275,Monday,October,Fall,2511
12/24/2024,6,7,Wind,359,Tuesday,December,Winter,3087
6/21/2024,18,19,Wind,173,Friday,June,Summer,8537
11/10/2024,3,4,Wind,315,Sunday,November,Fall,699
6/9/2024,16,17,Solar,161,Sunday,June,Summer,4699
9/16/2020,10,11,Solar,260,Wednesday,September,Fall,2486
4/19/2020,0,1,Wind,110,Sunday,April,Spring,1476
5/22/2020,4,5,Wind,143,Friday,May,Spring,3981
1/13/2021,14,15,Wind,13,Wednesday,January,Winter,8363
8/26/2020,22,23,Wind,239,Wednesday,August,Summer,2102
1/3/2023,15,16,Wind,3,Tuesday,January,Winter,9035
6/1/2024,0,1,Wind,153,Saturday,June,Summer,6325
12/27/2021,4,5,Wind,361,Monday,December,Winter,4859
3/10/2020,19,20,Wind,70,Tuesday,March,Spring,11560
1/12/2024,10,11,Wind,12,Friday,January,Winter,7101
5/13/2025,3,4,Wind,133,Tuesday,May,Spring,778
7/11/2023,12,13,Solar,192,Tuesday,July,Summer,9090
5/2/2024,22,23,Wind,123,Thursday,May,Spring,10099
4/11/2024,15,16,Solar,102,Thursday,April,Spring,7830
4/2/2024,3,4,Wind,93,Tuesday,April,Spring,12881
1/5/2020,20,21,Wind,5,Sunday,January,Winter,1866
5/6/2025,2,3,Wind,126,Tuesday,May,Spring,10973
11/1/2024,11,12,Solar,306,Friday,November,Fall,5193
11/5/2021,11,12,Solar,309,Friday,November,Fall,4471
1/23/2022,14,15,Solar,23,Sunday,January,Winter,5443
7/12/2021,6,7,Wind,193,Monday,July,Summer,2449
12/17/2021,9,10,Wind,351,Friday,December,Winter,7522
4/12/2025,10,11,Wind,102,Saturday,April,Spring,9316
12/2/2022,22,23,Wind,336,Friday,December,Winter,6777
12/26/2023,15,16,Wind,360,Tuesday,December,Winter,4387
1/11/2024,22,23,Wind,11,Thursday,January,Winter,7264
1/30/2022,8,9,Wind,30,Sunday,January,Winter,1935
5/9/2021,0,1,Wind,129,Sunday,May,Spring,6909
6/8/2024,8,9,Solar,160,Saturday,June,Summer,3057
1/3/2022,3,4,Wind,3,Monday,January,Winter,9945
3/23/2021,2,3,Wind,82,Tuesday,March,Spring,2209
12/24/2020,6,7,Wind,359,Thursday,December,Winter,10656
10/10/2024,19,20,Wind,284,Thursday,October,Fall,3695
5/6/2023,12,13,Solar,126,Saturday,May,Spring,6882
6/26/2021,4,5,Wind,177,Saturday,June,Summer,185
9/17/2025,21,22,Wind,260,Wednesday,September,Fall,2855
4/24/2023,16,17,Wind,114,Monday,April,Spring,9691
9/6/2020,10,11,Solar,250,Sunday,September,Fall,3044
9/6/2023,5,6,Wind,249,Wednesday,September,Fall,2295
4/17/2020,2,3,Wind,108,Friday,April,Spring,2140
3/20/2025,16,17,Wind,79,Thursday,March,Spring,7679
7/16/2021,11,12,Wind,197,Friday,July,Summer,6977
3/18/2025,10,11,Wind,77,Tuesday,March,Spring,15177
9/25/2025,17,18,Wind,268,Thursday,September,Fall,4486
2/22/2024,23,0,Wind,53,Thursday,February,Winter,15643
